UNIQUE REF,Description,Element Description,Entity,ENEntity Name,PymtDate,SumOfNet Amt,SumOfVatAmt,SumOfGross Amt,
EARLYRS19190220,Children & Younger Persons,Payment To Voluntary Providers,81463,ST GILES ON THE HEATH PLAYGROUP,14/06/2010,3777.18,0.00,3777.18,
EARLYRS19190222,Children & Younger Persons,Payment To Voluntary Providers,66885,ST JOHN'S PLAYGROUP,14/06/2010,10591.68,0.00,10591.68,
EARLYRS19190221,Children & Younger Persons,Payment To Voluntary Providers,58687,ST JOHNS PRE SCHOOL,14/06/2010,5373.72,0.00,5373.72,
EARLYRS19190224,Children & Younger Persons,Payment To Voluntary Providers,53143,ST JOSEPHS PRE SCHOOL UNIT,14/06/2010,6327.75,0.00,6327.75,
EARLYRS19190225,Children & Younger Persons,Payment To Voluntary Providers,58173,ST LEONARDS PRE SCHOOL,14/06/2010,7457.01,0.00,7457.01,
EARLYRS19190226,Children & Younger Persons,Payment To Voluntary Providers,52409,ST MALO UNDER FIVES CENTRE,14/06/2010,14204.00,0.00,14204.00,
EARLYRS19190228,Children & Younger Persons,Payment To Voluntary Providers,51381,ST MARKS PRE-SCHOOL,14/06/2010,5334.78,0.00,5334.78,
EARLYRS19190229,Children & Younger Persons,Payment To Voluntary Providers,66886,ST MATTHEWS COMMUNITY PLAYGROUP,14/06/2010,5422.40,0.00,5422.40,
EARLYRS19190230,Children & Younger Persons,Payment To Voluntary Providers,57608,ST MICHAELS CHURCH PLAYSCHOOL,14/06/2010,2969.18,0.00,2969.18,
EARLYRS19190233,Children & Younger Persons,Payment To Voluntary Providers,57731,ST THOMAS METHODIST PRE-SCHOOL,14/06/2010,7418.07,0.00,7418.07,
EARLYRS19190234,Children & Younger Persons,Payment To Voluntary Providers,55693,STARCROSS PLAYGROUP,14/06/2010,6454.31,0.00,6454.31,
EARLYRS19190235,Children & Younger Persons,Payment To Voluntary Providers,52435,START RIGHT NURSERY SCHOOL,14/06/2010,10000.00,0.00,10000.00,
EARLYRS19190236,Children & Younger Persons,Payment To Voluntary Providers,58575,STEPPING STONES DAY NURSERY,14/06/2010,9004.88,0.00,9004.88,
EARLYRS19190237,Children & Younger Persons,Payment To Voluntary Providers,54272,STEPPING STONES NURSERY,14/06/2010,2131.97,0.00,2131.97,
EARLYRS19190239,Children & Younger Persons,Payment To Voluntary Providers,53494,STEPPING STONES PRESCHOOL(EXETER,14/06/2010,4760.42,0.00,4760.42,
EARLYRS19190238,Children & Younger Persons,Payment To Voluntary Providers,58299,STEPPING STONES(GEORGH'M-CROYDE),14/06/2010,2601.90,0.00,2601.90,
EARLYRS19190240,Children & Younger Persons,Payment To Voluntary Providers,67122,STICKLEBRICKS PRE-SCHOOL,14/06/2010,3913.47,0.00,3913.47,
EARLYRS19190241,Children & Younger Persons,Payment To Voluntary Providers,57810,STOCKLAND & YARCOMBE PRE SCHOOL,14/06/2010,3066.53,0.00,3066.53,
EARLYRS19190242,Children & Younger Persons,Payment To Voluntary Providers,52446,STOKE FLEMING PRE SCHOOL,14/06/2010,5101.14,0.00,5101.14,
EARLYRS19190243,Children & Younger Persons,Payment To Voluntary Providers,57654,STOKE GABRIEL PRE SCHOOL,14/06/2010,3903.74,0.00,3903.74,
EARLYRS19190244,Children & Younger Persons,Payment To Voluntary Providers,27176,STOKE HILL PRE SCHOOL GROUP,14/06/2010,8605.74,0.00,8605.74,
EARLYRS19190245,Children & Younger Persons,Payment To Voluntary Providers,62096,STOKENHAM PRE-SCHOOL CENTRE,14/06/2010,2362.95,0.00,2362.95,
EARLYRS19190247,Children & Younger Persons,Payment To Voluntary Providers,61468,STOVER SCHOOL,14/06/2010,5548.95,0.00,5548.95,
EARLYRS19190248,Children & Younger Persons,Payment To Voluntary Providers,52252,STOWFORD PRE SCHOOL PLAYGROUP,14/06/2010,5889.68,0.00,5889.68,
EARLYRS19190249,Children & Younger Persons,Payment To Voluntary Providers,86607,SUNFLOWER DAY NURSERY LLP,14/06/2010,8272.98,0.00,8272.98,
EARLYRS19190250,Children & Younger Persons,Payment To Voluntary Providers,51893,SUNFLOWER PLAYGROUP,14/06/2010,7729.59,0.00,7729.59,
EARLYRS19190251,Children & Younger Persons,Payment To Voluntary Providers,138164,SUNFLOWERS PRE-SCHOOL WOOLSERY,14/06/2010,2862.09,0.00,2862.09,
EARLYRS19190273,Children & Younger Persons,Payment To Voluntary Providers,57696,SUNSHINE NURSERY SCHOOL,14/06/2010,5860.47,0.00,5860.47,
EARLYRS19190253,Children & Younger Persons,Payment To Voluntary Providers,70748,SUNSHINE PRE-SCHOOL 0-3'S/3-5'S,14/06/2010,4984.32,0.00,4984.32,
EARLYRS19190254,Children & Younger Persons,Payment To Voluntary Providers,240054,SWALLOWS DAY NURSERY,14/06/2010,2998.38,0.00,2998.38,
EARLYRS19190255,Children & Younger Persons,Payment To Voluntary Providers,26579,SWIMBRIDGE PRE SCHOOL,14/06/2010,2752.35,0.00,2752.35,
EARLYRS19190257,Children & Younger Persons,Payment To Voluntary Providers,53648,TAVISTOCK COMMUNITY PRE SCHOOL,14/06/2010,3416.99,0.00,3416.99,
EARLYRS19190258,Children & Younger Persons,Payment To Voluntary Providers,66966,TAWSTOCK PRE-SCHOOL,14/06/2010,963.77,0.00,963.77,
EARLYRS19190259,Children & Younger Persons,Payment To Voluntary Providers,52625,TEDBURN ST MARY PRE SCHOOL,14/06/2010,1849.65,0.00,1849.65,
EARLYRS19190260,Children & Younger Persons,Payment To Voluntary Providers,48494,TEIGNMOUTH PRE-SCHOOL,14/06/2010,6269.34,0.00,6269.34,
EARLYRS19190277,Children & Younger Persons,Payment To Voluntary Providers,52651,THORVERTON PLAYGROUP,14/06/2010,3066.53,0.00,3066.53,
EARLYRS19190278,Children & Younger Persons,Payment To Voluntary Providers,55652,TIC TOCS DAY NURSERY,14/06/2010,4587.84,0.00,4587.84,
EARLYRS19190280,Children & Younger Persons,Payment To Voluntary Providers,76799,TINKY'S PRE-SCHOOL,14/06/2010,6210.93,0.00,6210.93,
EARLYRS19190281,Children & Younger Persons,Payment To Voluntary Providers,237482,TINY TOES PRE-SCHOOL LTD,14/06/2010,3424.95,0.00,3424.95,
EARLYRS19190282,Children & Younger Persons,Payment To Voluntary Providers,66891,TINY TOTS PRIVATE PRE-SCHOOL,14/06/2010,7603.92,0.00,7603.92,
EARLYRS19190283,Children & Younger Persons,Payment To Voluntary Providers,66892,TIPTON OWLETS PLAYGROUP,14/06/2010,1327.50,0.00,1327.50,
EARLYRS19190284,Children & Younger Persons,Payment To Voluntary Providers,237409,TIVERTON LITTLE STARS,14/06/2010,4159.00,0.00,4159.00,
EARLYRS19190285,Children & Younger Persons,Payment To Voluntary Providers,66895,TOAD HALL DAY NURSERY(ILFRACOMB),14/06/2010,5393.19,0.00,5393.19,
EARLYRS19190286,Children & Younger Persons,Payment To Voluntary Providers,52064,TOAD HALL DAY NURSERY(OKEHAMPTN),14/06/2010,2725.80,0.00,2725.80,
EARLYRS19190287,Children & Younger Persons,Payment To Voluntary Providers,61939,TORRIDGE PRE-SCHOOL,14/06/2010,4332.08,0.00,4332.08,
EARLYRS19190288,Children & Younger Persons,Payment To Voluntary Providers,66897,TOWERFIELD TOTS NURSERY,14/06/2010,3557.70,0.00,3557.70,
EARLYRS19190289,Children & Younger Persons,Payment To Voluntary Providers,33210,TREEHOUSE PRE SCHOOL,14/06/2010,11682.00,0.00,11682.00,
EARLYRS19190290,Children & Younger Persons,Payment To Voluntary Providers,52865,TREETOPS PRE-SCHOOL (K'BRIDGE),14/06/2010,2161.17,0.00,2161.17,
EARLYRS19190291,Children & Younger Persons,Payment To Voluntary Providers,66795,TREETOPS PRE-SCHOOL(BRIDESTOWE),14/06/2010,2930.24,0.00,2930.24,
EARLYRS19190294,Children & Younger Persons,Payment To Voluntary Providers,28974,UFFCULME PRE SCHOOL,14/06/2010,5256.90,0.00,5256.90,
EARLYRS19190296,Children & Younger Persons,Payment To Voluntary Providers,58592,UPLYME PRE SCHOOL,14/06/2010,4760.42,0.00,4760.42,
EARLYRS19190297,Children & Younger Persons,Payment To Voluntary Providers,26951,UPPOTTERY PRE SCHOOL,14/06/2010,3202.82,0.00,3202.82,
EARLYRS19190274,Children & Younger Persons,Payment To Voluntary Providers,54294,VALLEY NURSERY,14/06/2010,3056.79,0.00,3056.79,
EARLYRS19190298,Children & Younger Persons,Payment To Voluntary Providers,52720,WALKHAMPTON PRE -SCHOOL,14/06/2010,3232.02,0.00,3232.02,
EARLYRS19190299,Children & Younger Persons,Payment To Voluntary Providers,58255,WEMBURY PRESCHOOL,14/06/2010,4877.24,0.00,4877.24,
EARLYRS19190301,Children & Younger Persons,Payment To Voluntary Providers,31173,WEST DOWN PRE SCHOOL,14/06/2010,1020.00,0.00,1020.00,
EARLYRS19190302,Children & Younger Persons,Payment To Voluntary Providers,66901,WEST HILL NURSERY,14/06/2010,1820.45,0.00,1820.45,
EARLYRS19190303,Children & Younger Persons,Payment To Voluntary Providers,60029,WEST HILL PRE SCHOOL,14/06/2010,7710.12,0.00,7710.12,
EARLYRS19190304,Children & Younger Persons,Payment To Voluntary Providers,66903,WHIMPLE PRE-SCHOOL PLAYGROUP,14/06/2010,2955.90,0.00,2955.90,
EARLYRS19190305,Children & Younger Persons,Payment To Voluntary Providers,66909,WHITCHURCH MONTESSORI NURSERY GP,14/06/2010,4176.32,0.00,4176.32,
EARLYRS19190306,Children & Younger Persons,Payment To Voluntary Providers,53178,WHITCHURCH PRE SCHOOL,14/06/2010,3757.71,0.00,3757.71,
EARLYRS19190307,Children & Younger Persons,Payment To Voluntary Providers,53170,WIDECOMBE PRE SCHOOL,14/06/2010,1119.53,0.00,1119.53,
EARLYRS19190308,Children & Younger Persons,Payment To Voluntary Providers,57682,WILLAND PRE SCHOOL,14/06/2010,12022.73,0.00,12022.73,
EARLYRS19190309,Children & Younger Persons,Payment To Voluntary Providers,54264,WINKLEIGH PRE SCHOOL,14/06/2010,6386.16,0.00,6386.16,
EARLYRS19190310,Children & Younger Persons,Payment To Voluntary Providers,63701,WITHERIDGE PRE SCHOOL,14/06/2010,3584.25,0.00,3584.25,
EARLYRS19190311,Children & Younger Persons,Payment To Voluntary Providers,57649,WITHYCOMBE RALEIGH PLAYGROUP,14/06/2010,5305.58,0.00,5305.58,
EARLYRS19190312,Children & Younger Persons,Payment To Voluntary Providers,55598,WOODEN HOUSE NURSERY SCHOOL,14/06/2010,5841.00,0.00,5841.00,
EARLYRS19190314,Children & Younger Persons,Payment To Voluntary Providers,66912,WOODLANDERS DAY NURSERY,14/06/2010,3918.78,0.00,3918.78,
EARLYRS19190313,Children & Younger Persons,Payment To Voluntary Providers,66913,WOODLANDERS KINDERGARTEN,14/06/2010,12061.67,0.00,12061.67,
EARLYRS19190315,Children & Younger Persons,Payment To Voluntary Providers,57790,WOOLACOMBE/MORTEHOE BUSY BEES,14/06/2010,4429.43,0.00,4429.43,
EARLYRS19190316,Children & Younger Persons,Payment To Voluntary Providers,54608,WOOLWELL UNDER 5S,14/06/2010,7739.33,0.00,7739.33,
EARLYRS19190317,Children & Younger Persons,Payment To Voluntary Providers,58599,YEALMPTON PRE SCHOOL,14/06/2010,4020.56,0.00,4020.56,
EARLYRS19190318,Children & Younger Persons,Payment To Voluntary Providers,66914,YEOFORD PLAYGROUP,14/06/2010,2677.13,0.00,2677.13,
EARLYRS19190319,Children & Younger Persons,Payment To Voluntary Providers,58969,YOUNG ONES DAY NURSERY,14/06/2010,2580.66,0.00,2580.66,
EXCHEQ19213871,Children & Younger Persons,Internal Works,84028,A M S 2000 LTD,14/06/2010,560.00,98.00,658.00,
EXCHEQ19213877,Children & Younger Persons,Internal Works,67421,BOWERHILL MACHINE TOOL MAINT,14/06/2010,560.00,98.00,658.00,
EXCHEQ19213795,Children & Younger Persons,Capital Ict Equipment,133761,EBUYER (UK) LTD,14/06/2010,680.84,119.15,799.99,
CFADDOM18980116,Adult & Community Services,Dom Care Spot,90440,WESTCOUNTRY HOME CARE,14/06/2010,642.60,0.00,642.60,
LDP19654930,Children & Younger Persons,Hire / Rent of Rooms / Premises,71210,BARNSTAPLE HOTEL,14/06/2010,772.34,47.66,820.00,
LDP19655053,Children & Younger Persons,Hotel Accommodation,116242,PREMIER INN BUSINESS INNUNT,14/06/2010,453.41,79.34,532.75,
LDP19655045,Children & Younger Persons,Hire / Rent of Rooms / Premises,188311,TIVERTON HOTEL LTD (AFTR 1/1,14/06/2010,624.80,55.10,679.90,
LEGAL19472770,Children & Younger Persons,Non Rechargeable Legal Disbursements,169880,BARRACLOUGH,14/06/2010,775.00,0.00,775.00,
CFADDAY18968207,Adult & Community Services,Individualised Support,123276,BAXTER,14/06/2010,607.84,0.00,607.84,
EARLYRS19189964,Children & Younger Persons,Payment To Voluntary Providers,169630,BOURNE,14/06/2010,632.78,0.00,632.78,
EARLYRS19189979,Children & Younger Persons,Payment To Voluntary Providers,169573,BROGAN,14/06/2010,817.74,0.00,817.74,
EARLYRS19189985,Children & Younger Persons,Payment To Voluntary Providers,131940,BURGESS,14/06/2010,594.72,0.00,594.72,
EARLYRS19190012,Children & Younger Persons,Payment To Voluntary Providers,230530,CORRIE,14/06/2010,521.00,0.00,521.00,
LEGAL19472768,Children & Younger Persons,Non Rechargeable Legal Disbursements,263836,HOLT,14/06/2010,1968.00,0.00,1968.00,
EARLYRS19190064,Children & Younger Persons,Payment To Voluntary Providers,179399,HOOPER,14/06/2010,671.72,0.00,671.72,
CARPLAN18965447,Adult & Community Services,Officers Mileage Casual,252918,LONG,14/06/2010,1000.00,0.00,1000.00,
DDRC19152653,"Environment, Economy & Culture",Ddc Instructors Fees,6765,MOORE,14/06/2010,557.49,0.00,557.49,
EARLYRS19190160,Children & Younger Persons,Payment To Voluntary Providers,198200,PARKER,14/06/2010,1421.31,0.00,1421.31,
LEGAL19472769,Chief Executives,Non Rechargeable Lgl Fees Etc,260706,SHARLAND,14/06/2010,2150.00,376.25,2526.25,
FINSSCW19415155,Adult & Community Services,Consultancy / Professional Fees,250248,SMITH,14/06/2010,4500.00,0.00,4500.00,
CHECS19105452,Chief Executives,Misc Other,247234,WARD,14/06/2010,679.50,0.00,679.50,
EARLYRS19190104,Children & Younger Persons,Payment To Voluntary Providers,159962,WELSH,14/06/2010,5171.94,0.00,5171.94,
FINEAAD19397300,Adult & Community Services,Provisions,16295,3663  (IVYBRIDGE),14/06/2010,564.20,6.91,571.11,
FINEAAD19397360,Adult & Community Services,Provisions,16295,3663  (IVYBRIDGE),14/06/2010,579.29,12.45,591.74,
FINSWAD19421969,Adult & Community Services,Provisions,6550,3663 (SCARISBRICK),14/06/2010,535.51,5.69,541.20,
CYPNMLOC19130395,Children & Younger Persons,Childcare Residential - Independent,255016,3-DIMENSIONS CARE LTD,14/06/2010,13500.00,0.00,13500.00,
CYPSWLOC19138792,Children & Younger Persons,Childcare Residential - Independent,255016,3-DIMENSIONS CARE LTD,14/06/2010,17537.14,0.00,17537.14,
EXCHEQ19210835,Children & Younger Persons,It Equip & Software & Related Exp,169435,A V PARTS MASTER,14/06/2010,740.00,129.50,869.50,
EARLYRS19189936,Children & Younger Persons,Payment To Voluntary Providers,34525,ACORN KINDERGARTEN,14/06/2010,8007.48,0.00,8007.48,
RSOUTH19586783,"Environment, Economy & Culture",Water Charges,4085,ALWAYS CLEANSING LTD,14/06/2010,1046.00,0.00,1046.00,
EARLYRS19189942,Children & Younger Persons,Payment To Voluntary Providers,76713,APPLE BLOSSOM DAY NURSERY LTD,14/06/2010,5084.64,0.00,5084.64,
EXCHEQ19213046,Children & Younger Persons,Electricity,92206,ATLANTIC ELECTRIC AND GAS LTD,14/06/2010,478.46,23.92,502.38,
FACM19394686,Chief Executives,Improvements,71526,BARNSTAPLE SECURITY LTD,14/06/2010,726.50,127.13,853.63,
EXCHEQ19213370,Children & Younger Persons,Refuse Colln-Hire Of Skips Etc,20272,BIFFA WASTE SERVICES LTD,14/06/2010,607.54,106.32,713.86,
FINTBAD19425428,Adult & Community Services,Refuse Collection,20272,BIFFA WASTE SERVICES LTD,14/06/2010,660.45,115.58,776.03,
ECONEUR19197744,"Environment, Economy & Culture",Fees & Charges,258734,BLUE RUBY ENTERPRISES LTD,14/06/2010,2527.66,442.34,2970.00,
DPMANUAL19170240,Corporate Resources,Electricity,114029,BRITISH GAS BUSINESS (ELEC),14/06/2010,661.47,115.76,777.23,
EXCHEQ19212455,Children & Younger Persons,Electricity,114029,BRITISH GAS BUSINESS (ELEC),14/06/2010,635.30,31.77,667.07,
EXCHEQ19213526,Children & Younger Persons,Electricity,114029,BRITISH GAS BUSINESS (ELEC),14/06/2010,1973.47,345.36,2318.83,
EXCHEQ19213527,Children & Younger Persons,Electricity,114029,BRITISH GAS BUSINESS (ELEC),14/06/2010,805.76,141.01,946.77,
EXCHEQ19213709,Children & Younger Persons,Electricity,114029,BRITISH GAS BUSINESS (ELEC),14/06/2010,796.90,139.46,936.36,
CYPSWLOC19138753,Children & Younger Persons,Childcare Residential - Independent,220197,BROADWOOD EDUCATIONAL SERVS LTD,14/06/2010,6942.86,0.00,6942.86,
EXCHEQ19213528,Children & Younger Persons,Capital Ict Equipment,13862,BT BUSINESS DIRECT.COM,14/06/2010,443.45,77.60,521.05,
NPSWI19516227,Chief Executives,? Misc Building Exp ? (Property Only),6490,BUCKINGHAM LTD W H,14/06/2010,2272.75,397.73,2670.48,
EXCHEQ19213182,Children & Younger Persons,Cleaning Contractor - External,177232,C J L PROPERTY SERVICES,14/06/2010,950.00,0.00,950.00,
EXCHEQ19213087,Children & Younger Persons,Misc Other,263790,CAD SHELTERS LTD,14/06/2010,460.00,80.50,540.50,
EXCHEQ19213375,Children & Younger Persons,It Equip & Software & Related Exp,14467,CANNINGS & SON LTD I J,14/06/2010,428.63,75.01,503.64,
EXCHEQ19213488,Children & Younger Persons,Heat & Electrical Repairs & Mtce,14467,CANNINGS & SON LTD I J,14/06/2010,436.57,76.40,512.97,
EXCHEQ19213744,Children & Younger Persons,Hygiene Services,5765,CANNON HYGIENE LTD,14/06/2010,674.87,118.10,792.97,
EXCHEQ19213667,Children & Younger Persons,Consumable Materials,251940,CAPSTONE GLOBAL LIBRARY LTD,14/06/2010,510.00,89.25,599.25,
EXCHEQ19213672,Children & Younger Persons,Internal Works,205647,CARILLION SERVICES 2006 LTD,14/06/2010,6040.74,1057.13,7097.87,
EXCHEQ19211290,Children & Younger Persons,It Equip & Software & Related Exp,259444,CASSCOM,14/06/2010,448.16,78.43,526.59,
EXCHEQ19213531,Children & Younger Persons,Hire Of Temporary / Agency Staff,157882,CCMS 2000 LTD,14/06/2010,765.00,133.88,898.88,
EXCHEQ19213532,Children & Younger Persons,Hire Of Temporary / Agency Staff,157882,CCMS 2000 LTD,14/06/2010,867.00,151.73,1018.73,
NPSWI19516232,Chief Executives,Backlog Building Maintenance Works,173041,CLIMATIC ENGINEERING LTD,14/06/2010,5015.00,877.62,5892.62,
FINSSCW19415222,Adult & Community Services,Payments To Outside Contractors,243295,CM2000 LTD,14/06/2010,10600.00,1855.00,12455.00,
FINSSCW19415223,Adult & Community Services,Payments To Outside Contractors,243295,CM2000 LTD,14/06/2010,16167.10,2829.24,18996.34,
EXCHEQ19213089,Children & Younger Persons,Misc Other,62985,DARTMOUTH GOLF & COUNTRY CLUB,14/06/2010,993.60,0.00,993.60,
CFADDOM18980077,Adult & Community Services,Dom Care Spot,89386,DEVON HOMECARE LTD,14/06/2010,849.66,0.00,849.66,
CFADDOM18980080,Adult & Community Services,Dom Care Spot,89386,DEVON HOMECARE LTD,14/06/2010,517.65,0.00,517.65,
CFADDOM18980085,Adult & Community Services,Dom Care Spot,89386,DEVON HOMECARE LTD,14/06/2010,599.76,0.00,599.76,
CFADDOM18980087,Adult & Community Services,Dom Care Spot,89386,DEVON HOMECARE LTD,14/06/2010,685.44,0.00,685.44,
CFADDOM18980088,Adult & Community Services,Dom Care Spot,89386,DEVON HOMECARE LTD,14/06/2010,785.40,0.00,785.40,
CFADDOM18980089,Adult & Community Services,Dom Care Spot,89386,DEVON HOMECARE LTD,14/06/2010,578.34,0.00,578.34,
CFADDOM18980091,Adult & Community Services,Dom Care Spot,89386,DEVON HOMECARE LTD,14/06/2010,792.54,0.00,792.54,
CFADDOM18980107,Adult & Community Services,Dom Care Spot,89386,DEVON HOMECARE LTD,14/06/2010,614.04,0.00,614.04,
RSOUTH19587042,"Environment, Economy & Culture",Other Contractor (Non),4838,DEVON TREE SERVICES LTD,14/06/2010,1891.20,330.96,2222.16,
CFADDOM18980211,Adult & Community Services,Dom Care Spot,167571,DOME COMMUNITY CARE SERVICES LTD,14/06/2010,705.00,0.00,705.00,
CFADDOM18980213,Adult & Community Services,Dom Care Spot,167571,DOME COMMUNITY CARE SERVICES LTD,14/06/2010,1368.57,0.00,1368.57,
CFADDOM18980214,Adult & Community Services,Dom Care Spot,167571,DOME COMMUNITY CARE SERVICES LTD,14/06/2010,525.00,0.00,525.00,
CFADDOM18980217,Adult & Community Services,Dom Care Spot,167571,DOME COMMUNITY CARE SERVICES LTD,14/06/2010,795.76,0.00,795.76,
EXCHEQ19212540,Children & Younger Persons,Examination Fees,34515,EDEXCEL LTD,14/06/2010,1767.90,0.00,1767.90,
EXCHEQ19213013,Children & Younger Persons,Examination Fees,34515,EDEXCEL LTD,14/06/2010,540.00,0.00,540.00,
CYPEELOC19116050,Children & Younger Persons,Rents,199383,ENERGYCARE INSULATIONS LTD,14/06/2010,2875.00,0.00,2875.00,
FINSSCW19415204,Adult & Community Services,Hire / Rent of Rooms / Premises,219393,ESSENTIAL 6 LTD,14/06/2010,580.00,101.50,681.50,
EXCHEQ19213164,Children & Younger Persons,Hire Of Temporary / Agency Staff,83290,ETEACH UK LTD,14/06/2010,610.00,106.75,716.75,
EXCHEQ19213217,Children & Younger Persons,Supply Teachers Paid By Claim-Pay,83290,ETEACH UK LTD,14/06/2010,640.00,112.00,752.00,
EXCHEQ19213014,Children & Younger Persons,Internal Works,179764,FINELINE ENVIRONMENTAL LTD,14/06/2010,1120.00,196.00,1316.00,
YOUTHEXE19642927,Children & Younger Persons,Educational Visits,71998,FIRST GREAT WESTERN TRAINS CO LT,14/06/2010,956.00,0.00,956.00,
CYPSWLOC19138705,Children & Younger Persons,Independent Fostering,181409,FIVE RIVERS CHILD CARE LTD,14/06/2010,3372.90,0.00,3372.90,
EXCHEQ19213987,Children & Younger Persons,Software / Product Licence Fees,69878,FOCUS EDUCATIONAL SOFTWARE LTD,14/06/2010,609.85,106.72,716.57,
EARLYRS19190129,Children & Younger Persons,Payment To Voluntary Providers,62742,FOLLY NURSERY,14/06/2010,5267.52,0.00,5267.52,
EXCHEQ19213864,Children & Younger Persons,Capital Building Works,139043,FUSION SHELTERS UK LTD,14/06/2010,9816.00,1717.80,11533.80,
DCCS19145291,Children & Younger Persons,Cash collection costs,21827,G4S CASH SERVICES(UK)LTD,14/06/2010,4156.64,727.41,4884.05,
DEVPURCH19154202,Corporate Resources,Cleaning Materials,36502,GEORGIA-PACIFIC GB LTD,14/06/2010,8731.20,1527.96,10259.16,
EXCHEQ19211044,Children & Younger Persons,Cleaning Contractor - External,79190,GLEN CLEANING COMPANY LTD,14/06/2010,2052.42,359.17,2411.59,
EXCHEQ19212088,Children & Younger Persons,Cleaning Contractor - External,79190,GLEN CLEANING COMPANY LTD,14/06/2010,2829.97,495.24,3325.21,
EXCHEQ19213094,Children & Younger Persons,Cleaning Contractor - External,79190,GLEN CLEANING COMPANY LTD,14/06/2010,3881.70,679.30,4561.00,
EXCHEQ19214123,Children & Younger Persons,Cleaning Contractor - External,79190,GLEN CLEANING COMPANY LTD,14/06/2010,1471.09,257.44,1728.53,
DPMANUAL19170079,Corporate Resources,Direct Delivery (DPS),20722,GOPAK LTD,14/06/2010,735.00,128.63,863.63,
EXCHEQ19211471,Children & Younger Persons,Training Courses/Conf./Exam Fees/Venues,177413,GRANADA LEARNING LTD,14/06/2010,902.13,157.87,1060.00,
CYPNMLOC19130276,Children & Younger Persons,Childcare Residential - Independent,243080,GREENFIELDS ADOLESCENT DVLPMNT L,14/06/2010,6299.00,0.00,6299.00,
EXCHEQ19212922,Children & Younger Persons,Capital Ict Equipment,19924,GREY MATTER LTD,14/06/2010,649.80,113.72,763.52,
CYPIHRES19122575,Children & Younger Persons,Internal Maintenance - Unforseen,5008,GUARDIAN SECURITY(SOUTH WEST)LTD,14/06/2010,470.74,82.38,553.12,
CYPIHRES19122650,Children & Younger Persons,Programmed Int Maint,51378,H V P SECURITY SHUTTERS LTD,14/06/2010,845.00,147.88,992.88,
EXCHEQ19213374,Children & Younger Persons,Heat & Electrical Repairs & Mtce,195042,HAVILLS ELECTRICAL LTD,14/06/2010,732.80,128.24,861.04,
EARLYRS19190068,Children & Younger Persons,Payment To Voluntary Providers,66836,HUMPTY DUMPTY CHILDCARE DARTMTH,14/06/2010,4789.62,0.00,4789.62,
EARLYRS19190069,Children & Younger Persons,Payment To Voluntary Providers,66834,HUMPTY DUMPTY CHILDCARE SERVICE,14/06/2010,2239.05,0.00,2239.05,
EARLYRS19190070,Children & Younger Persons,Payment To Voluntary Providers,66837,HUMPTY DUMPTY CHILDCARE TOTNES,14/06/2010,4003.74,0.00,4003.74,
EXCHEQ19213733,Children & Younger Persons,Capital Ict Equipment,244791,I C T DIRECT LTD,14/06/2010,609.00,106.58,715.58,
EXCHEQ19213644,Children & Younger Persons,It Equip & Software & Related Exp,99373,INFOTONE IMAGING SUPPLIES,14/06/2010,445.60,77.98,523.58,
EXCHEQ19213808,Children & Younger Persons,Photocopying / Reprographics / Imaging,89748,ING LEASE UK LTD,14/06/2010,560.81,92.74,653.55,
EXCHEQ19206747,Children & Younger Persons,Education Equip/Books Purchase,90530,INSIGHT DIRECT (UK) LTD,14/06/2010,6513.60,1139.88,7653.48,
EXCHEQ19213991,Children & Younger Persons,Capital Ict Equipment,90530,INSIGHT DIRECT (UK) LTD,14/06/2010,1453.98,254.45,1708.43,
EXCHEQ19213995,Children & Younger Persons,It Equip & Software & Related Exp,90530,INSIGHT DIRECT (UK) LTD,14/06/2010,1453.98,254.45,1708.43,
CFADDAY18968233,Adult & Community Services,Day Care Spot,189757,INSIGHT DYNAMICS LTD,14/06/2010,1360.12,0.00,1360.12,
FINSSCW19415212,Adult & Community Services,Hire / Rent of Rooms / Premises,42610,ISCA CENTRE,14/06/2010,455.40,79.70,535.10,
EXCHEQ19213017,Children & Younger Persons,Grounds Maint Petrol Oil,21686,LANDSCAPING & GROUNDS MAINT LTD,14/06/2010,1123.08,196.54,1319.62,
DPMANUAL19170117,Corporate Resources,Direct Delivery (DPS),20941,LIDDELLS CABINET WORKS LTD,14/06/2010,428.02,74.90,502.92,
EARLYRS19190115,Children & Younger Persons,Payment To Voluntary Providers,93892,LITTLE ONES DAY NURSERY(WHIPTON),14/06/2010,5171.94,0.00,5171.94,
EXCHEQ19211743,Children & Younger Persons,Internal Works,4225,M & E ALARMS (BARNSTAPLE) LTD,14/06/2010,464.35,81.26,545.61,
DEVPURCH19154203,Corporate Resources,WAREHOUSE EQUIPMENT,82264,MACFARLANE GROUP,14/06/2010,1409.00,246.58,1655.58,
BRID18958221,"Environment, Economy & Culture",Other Contractor (Non),5182,MACPLANT CONSTRUCTION LTD,14/06/2010,9970.00,1744.75,11714.75,
NPSWI19516226,Chief Executives,Building Mtce Works,20974,MACWHIRTER WESTERN LTD,14/06/2010,558.18,97.68,655.86,
HQ19462974,"Environment, Economy & Culture",Other Advert Publicity,151070,MCGRATH MEDIA TA PRINT WORKSHOP,14/06/2010,600.00,105.00,705.00,
