UNIQUE REF,Description,Element Description,Entity,ENEntity Name,PymtDate,SumOfNet Amt,SumOfVatAmt,SumOfGross Amt,
EXCHEQ18670233,Children & Younger Persons,Insurance other - external,21646,ZURICH INSURANCE CO,10/05/2010,1554.58,0.00,1554.58,
EXCHEQ18670309,Children & Younger Persons,Subscriptions,21646,ZURICH INSURANCE CO,05/05/2010,705.54,0.00,705.54,
EXCHEQ18670335,Children & Younger Persons,Insurance other - external,21646,ZURICH INSURANCE CO,06/05/2010,1337.39,0.00,1337.39,
EXCHEQ18670339,Children & Younger Persons,Insurance other - external,21646,ZURICH INSURANCE CO,06/05/2010,1822.13,0.00,1822.13,
EXCHEQ18670434,Children & Younger Persons,Insurance other - external,21646,ZURICH INSURANCE CO,06/05/2010,1293.51,0.00,1293.51,
EXCHEQ18671134,Children & Younger Persons,Insurance other - external,21646,ZURICH INSURANCE CO,07/05/2010,518.39,0.00,518.39,
EXCHEQ18671266,Children & Younger Persons,Insurance other - external,21646,ZURICH INSURANCE CO,07/05/2010,4792.04,0.00,4792.04,
EXCHEQ18671628,Children & Younger Persons,Scraps Interface Error Suspense,21646,ZURICH INSURANCE CO,10/05/2010,848.47,0.00,848.47,
EXCHEQ18672856,Children & Younger Persons,Insurance other - external,21646,ZURICH INSURANCE CO,11/05/2010,2942.99,0.00,2942.99,
EXCHEQ18673035,Children & Younger Persons,Insurance other - external,21646,ZURICH INSURANCE CO,12/05/2010,2208.91,0.00,2208.91,
EXCHEQ18673200,Children & Younger Persons,Insurance other - external,21646,ZURICH INSURANCE CO,12/05/2010,1710.02,0.00,1710.02,
EXCHEQ18673264,Children & Younger Persons,Insurance other - external,21646,ZURICH INSURANCE CO,24/05/2010,952.99,0.00,952.99,
EXCHEQ18673762,Children & Younger Persons,Insurance other - external,21646,ZURICH INSURANCE CO,17/05/2010,651.17,0.00,651.17,
EXCHEQ18673954,Children & Younger Persons,Insurance other - external,21646,ZURICH INSURANCE CO,13/05/2010,2141.72,0.00,2141.72,
EXCHEQ18674105,Children & Younger Persons,Misc Other,21646,ZURICH INSURANCE CO,13/05/2010,577.30,0.00,577.30,
EXCHEQ18674365,Children & Younger Persons,Scraps Interface Error Suspense,21646,ZURICH INSURANCE CO,13/05/2010,2159.35,0.00,2159.35,
EXCHEQ18674790,Children & Younger Persons,Subscriptions,21646,ZURICH INSURANCE CO,14/05/2010,881.84,0.00,881.84,
EXCHEQ18677032,Children & Younger Persons,Scraps Interface Error Suspense,21646,ZURICH INSURANCE CO,19/05/2010,2107.15,0.00,2107.15,
EXCHEQ18677466,Children & Younger Persons,Education Equip/Books Purchase,21646,ZURICH INSURANCE CO,20/05/2010,1375.27,0.00,1375.27,
EXCHEQ18677472,Children & Younger Persons,Insurance other - external,21646,ZURICH INSURANCE CO,20/05/2010,987.26,0.00,987.26,
EXCHEQ18679435,Children & Younger Persons,Scraps Interface Error Suspense,21646,ZURICH INSURANCE CO,24/05/2010,3334.46,0.00,3334.46,
EXCHEQ18679468,Children & Younger Persons,Insurance other - external,21646,ZURICH INSURANCE CO,24/05/2010,766.91,0.00,766.91,
EXCHEQ19206422,Children & Younger Persons,Insurance other - external,21646,ZURICH INSURANCE CO,25/05/2010,5744.55,0.00,5744.55,
EXCHEQ19206681,Children & Younger Persons,Scraps Interface Error Suspense,21646,ZURICH INSURANCE CO,25/05/2010,543.27,0.00,543.27,
EXCHEQ19207794,Children & Younger Persons,Insurance other - external,21646,ZURICH INSURANCE CO,27/05/2010,1162.19,0.00,1162.19,
EXCHEQ18671539,Children & Younger Persons,Insurance other - external,106575,ZURICH MUNICIPAL,07/05/2010,523.19,0.00,523.19,
EXCHEQ18672423,Children & Younger Persons,Scraps Interface Error Suspense,106575,ZURICH MUNICIPAL,11/05/2010,1841.50,0.00,1841.50,
CYPNMLOC18684514,Children & Younger Persons,Independent Fostering,217119,ACTION FOR CHILDREN,13/05/2010,3405.34,0.00,3405.34,
EXCHEQ18678258,Children & Younger Persons,Consultancy / Professional Fees,217119,ACTION FOR CHILDREN,24/05/2010,19760.00,0.00,19760.00,
EARLYRS18873082,Children & Younger Persons,Course Fees / Registration,61623,ACTION FOR CHILDREN(LONDON),06/05/2010,1670.76,0.00,1670.76,
EARLYRS18873083,Children & Younger Persons,Course Fees / Registration,61623,ACTION FOR CHILDREN(LONDON),06/05/2010,2955.96,0.00,2955.96,
EARLYRS19189807,Children & Younger Persons,Grants to Voluntary Bodies,61623,ACTION FOR CHILDREN(LONDON),26/05/2010,49764.50,0.00,49764.50,
EARLYRS19189808,Children & Younger Persons,Grants to Voluntary Bodies,61623,ACTION FOR CHILDREN(LONDON),26/05/2010,43635.75,0.00,43635.75,
EARLYRS19189810,Children & Younger Persons,Grants to Voluntary Bodies,61623,ACTION FOR CHILDREN(LONDON),26/05/2010,29331.75,0.00,29331.75,
EARLYRS19189813,Children & Younger Persons,Grants to Voluntary Bodies,61623,ACTION FOR CHILDREN(LONDON),26/05/2010,40463.75,0.00,40463.75,
EARLYRS19189814,Children & Younger Persons,Grants to Voluntary Bodies,61623,ACTION FOR CHILDREN(LONDON),26/05/2010,2925.00,0.00,2925.00,
EARLYRS19189847,Children & Younger Persons,Grants to Voluntary Bodies,61623,ACTION FOR CHILDREN(LONDON),26/05/2010,4225.00,0.00,4225.00,
CFSUPP18240773,Adult & Community Services,Floating Support Service,24766,AGE CONCERN DEVON,19/05/2010,940.36,0.00,940.36,
CHECS18862797,Chief Executives,Grant Payments,139165,LITTLEHAM CUM EXMOUTH P CHURCHES,21/05/2010,1500.00,0.00,1500.00,
CFADRES18419796,Adult & Community Services,Residential Care Spot,167780,STELLA MATUTINA CARE HOME,05/05/2010,610.40,0.00,610.40,
CFADRES18420479,Adult & Community Services,Residential Care Spot,167780,STELLA MATUTINA CARE HOME,19/05/2010,610.40,0.00,610.40,
EXCHEQ18671365,Children & Younger Persons,Capital Fees,87207,BEALE & COLE -IN ADMINISTRATION,07/05/2010,2471.50,432.51,2904.01,
EXCHEQ18676859,Children & Younger Persons,Capital Fees,87207,BEALE & COLE -IN ADMINISTRATION,19/05/2010,1039.70,181.95,1221.65,
NPSWI19516046,Chief Executives,Building Mtce Works,87207,BEALE & COLE -IN ADMINISTRATION,26/05/2010,946.64,165.66,1112.30,
EXCHEQ18674714,Children & Younger Persons,Misc Other,87473,RENDLE LH LTD,14/05/2010,580.54,101.59,682.13,
CYPCENT18665813,Children & Younger Persons,Equipment- Other,89767,SOUTH WESTERN AID,07/05/2010,2673.00,467.78,3140.78,
CYPCENT18665815,Children & Younger Persons,Equipment- Other,89767,SOUTH WESTERN AID,13/05/2010,3542.00,619.85,4161.85,
CSET18474195,Children & Younger Persons,Indep Sch Fees-Playgroup Place,36190,ABBOTSBURY SCHOOL,25/05/2010,522.00,0.00,522.00,
EARLYRS18872940,Children & Younger Persons,Grants to Voluntary Bodies,36190,ABBOTSBURY SCHOOL,06/05/2010,500.00,0.00,500.00,
CSET18474113,Children & Younger Persons,Independent Sch Fees Summer Tm,150476,BISHOP DUNSTAN SCHOOL,11/05/2010,11250.00,0.00,11250.00,
CSET18474117,Children & Younger Persons,Independent Sch Fees Summer Tm,150476,BISHOP DUNSTAN SCHOOL,11/05/2010,11250.00,0.00,11250.00,
CSET18474165,Children & Younger Persons,Independent Sch Fees Summer Tm,150476,BISHOP DUNSTAN SCHOOL,19/05/2010,11250.00,0.00,11250.00,
CSET18474166,Children & Younger Persons,Independent Sch Fees Summer Tm,150476,BISHOP DUNSTAN SCHOOL,19/05/2010,11250.00,0.00,11250.00,
CSET18474167,Children & Younger Persons,Independent Sch Fees Summer Tm,150476,BISHOP DUNSTAN SCHOOL,19/05/2010,15050.00,0.00,15050.00,
CYPNMLOC18684502,Children & Younger Persons,Childcare Residential - Independent,150476,BISHOP DUNSTAN SCHOOL,05/05/2010,8080.00,0.00,8080.00,
CYPNMLOC18684508,Children & Younger Persons,Childcare Residential - Independent,150476,BISHOP DUNSTAN SCHOOL,07/05/2010,11000.00,0.00,11000.00,
CYPSWLOC18792069,Children & Younger Persons,Childcare Residential - Independent,150476,BISHOP DUNSTAN SCHOOL,05/05/2010,15150.00,0.00,15150.00,
EXCHEQ18677796,Children & Younger Persons,Misc Other,34693,BUDEHAVEN COMMUNITY SCHOOL,24/05/2010,2550.00,0.00,2550.00,
EXCHEQ19208656,Children & Younger Persons,Educational Visits,82574,CALLINGTON COMMUNITY COLLEGE,28/05/2010,525.00,91.88,616.88,
CSET18474179,Children & Younger Persons,Independent Sch Fees Summer Tm,61436,CHELFHAM MILL SCHOOL,25/05/2010,19050.62,0.00,19050.62,
CYPNMLOC18684509,Children & Younger Persons,Childcare Residential - Independent,61436,CHELFHAM MILL SCHOOL,07/05/2010,6180.00,0.00,6180.00,
CYPNMLOC18684511,Children & Younger Persons,Childcare Residential - Independent,61436,CHELFHAM MILL SCHOOL,07/05/2010,5100.00,0.00,5100.00,
EXCHEQ18674554,Children & Younger Persons,Catering Contractors charges,24132,CHURSTON FERRERS GRAMMAR SCHOOL,14/05/2010,567.00,0.00,567.00,
WASTE18765096,"Environment, Economy & Culture",Other Grants-Not Inflated,24132,CHURSTON FERRERS GRAMMAR SCHOOL,19/05/2010,1000.00,0.00,1000.00,
CYPNMLOC18684783,Children & Younger Persons,Childcare Residential - Independent,86877,DAME HANNAH ROGERS SCHOOL,19/05/2010,39770.82,0.00,39770.82,
CYPNMLOC18684784,Children & Younger Persons,Childcare Residential - Independent,86877,DAME HANNAH ROGERS SCHOOL,26/05/2010,53229.55,0.00,53229.55,
CYPNMLOC18684785,Children & Younger Persons,Childcare Residential - Independent,86877,DAME HANNAH ROGERS SCHOOL,26/05/2010,107674.00,0.00,107674.00,
CYPNMLOC18684786,Children & Younger Persons,Childcare Residential - Independent,86877,DAME HANNAH ROGERS SCHOOL,26/05/2010,51376.00,0.00,51376.00,
CYPNMLOC18684787,Children & Younger Persons,Childcare Residential - Independent,86877,DAME HANNAH ROGERS SCHOOL,19/05/2010,42526.86,0.00,42526.86,
CSET18474174,Children & Younger Persons,Independent Sch Fees Summer Tm,8152,DAME HANNAH ROGERS TRUST,25/05/2010,29564.01,0.00,29564.01,
CSET18474175,Children & Younger Persons,Independent Sch Fees Summer Tm,8152,DAME HANNAH ROGERS TRUST,25/05/2010,9139.97,0.00,9139.97,
CSET18474176,Children & Younger Persons,Independent Sch Fees Summer Tm,8152,DAME HANNAH ROGERS TRUST,25/05/2010,22105.97,0.00,22105.97,
CSET18474177,Children & Younger Persons,Independent Sch Fees Summer Tm,8152,DAME HANNAH ROGERS TRUST,25/05/2010,33348.41,0.00,33348.41,
CSET18474178,Children & Younger Persons,Independent Sch Fees Summer Tm,8152,DAME HANNAH ROGERS TRUST,25/05/2010,28478.23,0.00,28478.23,
CYPNMLOC18684410,Children & Younger Persons,Childcare Residential Respite Independen,8152,DAME HANNAH ROGERS TRUST,05/05/2010,811.56,0.00,811.56,
CYPNMLOC18684500,Children & Younger Persons,Childcare Residential Respite Independen,8152,DAME HANNAH ROGERS TRUST,05/05/2010,934.00,0.00,934.00,
CYPNMLOC18684523,Children & Younger Persons,Childcare Residential Respite Independen,8152,DAME HANNAH ROGERS TRUST,05/05/2010,1278.67,0.00,1278.67,
CYPNMLOC18684855,Children & Younger Persons,Childcare Residential Respite Independen,8152,DAME HANNAH ROGERS TRUST,28/05/2010,2557.34,0.00,2557.34,
CYPNMLOC18684920,Children & Younger Persons,Childcare Residential Respite Independen,8152,DAME HANNAH ROGERS TRUST,28/05/2010,2853.54,0.00,2853.54,
EARLYRS18872980,Children & Younger Persons,Grants to Voluntary Bodies,35787,EMMANUEL SCHOOL,06/05/2010,500.00,0.00,500.00,
EARLYRS18872917,Children & Younger Persons,Grants to Voluntary Bodies,46388,KINDERKARE DAY NURSERIES LTD,05/05/2010,1120.35,0.00,1120.35,
CSET18474172,Children & Younger Persons,Learning Support Assistants-Pay,228429,MAGDALEN COURT SCHOOL,25/05/2010,7366.33,0.00,7366.33,
EARLYRS18873057,Children & Younger Persons,Grants to Voluntary Bodies,33008,OLD SCHOOL,06/05/2010,500.00,0.00,500.00,
EARLYRS18873017,Children & Younger Persons,Grants to Voluntary Bodies,59368,PARK SCHOOL,06/05/2010,500.00,0.00,500.00,
ECONEUR18809570,"Environment, Economy & Culture",Fees & Charges,7114,PETROC (NORTH DEVON COLLEGE),17/05/2010,4638.00,0.00,4638.00,
ECONEUR18809590,"Environment, Economy & Culture",Special Projects Expenditure,7114,PETROC (NORTH DEVON COLLEGE),18/05/2010,2310.00,0.00,2310.00,
EDUC18885951,Children & Younger Persons,Grant Payments,7114,PETROC (NORTH DEVON COLLEGE),18/05/2010,2009280.00,0.00,2009280.00,
EXCHEQ18672971,Children & Younger Persons,Misc Other,7114,PETROC (NORTH DEVON COLLEGE),11/05/2010,1200.00,0.00,1200.00,
EXCHEQ18676562,Children & Younger Persons,Consultancy / Professional Fees,7114,PETROC (NORTH DEVON COLLEGE),18/05/2010,2571.00,0.00,2571.00,
EXCHEQ18677967,Children & Younger Persons,Misc Other,7114,PETROC (NORTH DEVON COLLEGE),20/05/2010,4414.83,0.00,4414.83,
SCOMIS18943565,Corporate Resources,Hire / Rent of Rooms / Premises,61366,RIDGEWAY SCHOOL,14/05/2010,600.00,105.00,705.00,
CSET18474132,Children & Younger Persons,Independent Sch Fees Summer Tm,53993,SANDS SCHOOL,19/05/2010,2635.00,0.00,2635.00,
CSET18474119,Children & Younger Persons,Independent Sch Fees Summer Tm,15135,SMALL SCHOOL,11/05/2010,4000.00,0.00,4000.00,
CYPNMLOC18684810,Children & Younger Persons,Childcare Residential - Independent,108885,ST CHRISTOPHERS SCHOOL,28/05/2010,14922.15,0.00,14922.15,
CYPNMLOC18684811,Children & Younger Persons,Childcare Residential - Independent,108885,ST CHRISTOPHERS SCHOOL,28/05/2010,15084.73,0.00,15084.73,
EARLYRS18873037,Children & Younger Persons,Grants to Voluntary Bodies,62816,ST JOHNS SCHOOL,06/05/2010,500.00,0.00,500.00,
EARLYRS18873040,Children & Younger Persons,Grants to Voluntary Bodies,52713,ST MICHAELS SCHOOL,06/05/2010,500.00,0.00,500.00,
EARLYRS18873041,Children & Younger Persons,Grants to Voluntary Bodies,197503,ST MICHAELS SCHOOL RECEPTION,06/05/2010,500.00,0.00,500.00,
EARLYRS18873042,Children & Younger Persons,Grants to Voluntary Bodies,52507,ST PETERS SCHOOL,06/05/2010,500.00,0.00,500.00,
EXCHEQ18670334,Children & Younger Persons,Educational Visits,195728,TEIGN DIVE SCHOOL,06/05/2010,500.00,87.50,587.50,
CSET18474130,Children & Younger Persons,Independent Sch Fees Summer Tm,52422,VRANCH HOUSE SCHOOL,20/05/2010,141500.00,0.00,141500.00,
EXCHEQ18670689,Children & Younger Persons,Curriculum Support Services,52422,VRANCH HOUSE SCHOOL,06/05/2010,4420.00,0.00,4420.00,
CSET18474131,Children & Younger Persons,Independent Sch Fees Summer Tm,5243,WEST OF ENGLAND SCH (FEES ACCNT),19/05/2010,13065.65,0.00,13065.65,
CSET18474133,Children & Younger Persons,Independent Sch Fees Summer Tm,5243,WEST OF ENGLAND SCH (FEES ACCNT),19/05/2010,15082.33,0.00,15082.33,
CSET18474134,Children & Younger Persons,Independent Sch Fees Summer Tm,5243,WEST OF ENGLAND SCH (FEES ACCNT),19/05/2010,8894.35,0.00,8894.35,
CSET18474135,Children & Younger Persons,Independent Sch Fees Summer Tm,5243,WEST OF ENGLAND SCH (FEES ACCNT),19/05/2010,6852.41,0.00,6852.41,
CSET18474136,Children & Younger Persons,Independent Sch Fees Summer Tm,5243,WEST OF ENGLAND SCH (FEES ACCNT),19/05/2010,8894.35,0.00,8894.35,
CSET18474137,Children & Younger Persons,Independent Sch Fees Summer Tm,5243,WEST OF ENGLAND SCH (FEES ACCNT),19/05/2010,6938.79,0.00,6938.79,
CSET18474138,Children & Younger Persons,Independent Sch Fees Summer Tm,5243,WEST OF ENGLAND SCH (FEES ACCNT),19/05/2010,6852.61,0.00,6852.61,
CSET18474140,Children & Younger Persons,Independent Sch Fees Summer Tm,5243,WEST OF ENGLAND SCH (FEES ACCNT),19/05/2010,11106.10,0.00,11106.10,
CSET18474141,Children & Younger Persons,Independent Sch Fees Summer Tm,5243,WEST OF ENGLAND SCH (FEES ACCNT),19/05/2010,20702.34,0.00,20702.34,
CSET18474142,Children & Younger Persons,Independent Sch Fees Summer Tm,5243,WEST OF ENGLAND SCH (FEES ACCNT),19/05/2010,6596.31,0.00,6596.31,
CSET18474143,Children & Younger Persons,Independent Sch Fees Summer Tm,5243,WEST OF ENGLAND SCH (FEES ACCNT),19/05/2010,6852.41,0.00,6852.41,
CSET18474144,Children & Younger Persons,Independent Sch Fees Summer Tm,5243,WEST OF ENGLAND SCH (FEES ACCNT),19/05/2010,8894.35,0.00,8894.35,
CSET18474145,Children & Younger Persons,Independent Sch Fees Summer Tm,5243,WEST OF ENGLAND SCH (FEES ACCNT),19/05/2010,15082.33,0.00,15082.33,
CSET18474146,Children & Younger Persons,Independent Sch Fees Summer Tm,5243,WEST OF ENGLAND SCH (FEES ACCNT),19/05/2010,11223.08,0.00,11223.08,
CSET18474147,Children & Younger Persons,Independent Sch Fees Summer Tm,5243,WEST OF ENGLAND SCH (FEES ACCNT),19/05/2010,6852.41,0.00,6852.41,
CSET18474148,Children & Younger Persons,Independent Sch Fees Summer Tm,5243,WEST OF ENGLAND SCH (FEES ACCNT),19/05/2010,8894.35,0.00,8894.35,
CSET18474149,Children & Younger Persons,Independent Sch Fees Summer Tm,5243,WEST OF ENGLAND SCH (FEES ACCNT),19/05/2010,13065.80,0.00,13065.80,
CSET18474150,Children & Younger Persons,Independent Sch Fees Summer Tm,5243,WEST OF ENGLAND SCH (FEES ACCNT),19/05/2010,11587.65,0.00,11587.65,
CSET18474151,Children & Younger Persons,Independent Sch Fees Summer Tm,5243,WEST OF ENGLAND SCH (FEES ACCNT),19/05/2010,15082.33,0.00,15082.33,
CSET18474152,Children & Younger Persons,Independent Sch Fees Summer Tm,5243,WEST OF ENGLAND SCH (FEES ACCNT),19/05/2010,6596.31,0.00,6596.31,
CSET18474153,Children & Younger Persons,Independent Sch Fees Summer Tm,5243,WEST OF ENGLAND SCH (FEES ACCNT),19/05/2010,13715.67,0.00,13715.67,
CSET18474154,Children & Younger Persons,Independent Sch Fees Summer Tm,5243,WEST OF ENGLAND SCH (FEES ACCNT),19/05/2010,6596.31,0.00,6596.31,
CSET18474155,Children & Younger Persons,Independent Sch Fees Summer Tm,5243,WEST OF ENGLAND SCH (FEES ACCNT),19/05/2010,6596.31,0.00,6596.31,
CSET18474156,Children & Younger Persons,Independent Sch Fees Summer Tm,5243,WEST OF ENGLAND SCH (FEES ACCNT),19/05/2010,2740.76,0.00,2740.76,
CSET18474157,Children & Younger Persons,Independent Sch Fees Summer Tm,5243,WEST OF ENGLAND SCH (FEES ACCNT),19/05/2010,13731.59,0.00,13731.59,
CSET18474158,Children & Younger Persons,Independent Sch Fees Summer Tm,5243,WEST OF ENGLAND SCH (FEES ACCNT),19/05/2010,13065.65,0.00,13065.65,
CSET18474159,Children & Younger Persons,Independent Sch Fees Summer Tm,5243,WEST OF ENGLAND SCH (FEES ACCNT),19/05/2010,6852.41,0.00,6852.41,
CSET18474160,Children & Younger Persons,Independent Sch Fees Summer Tm,5243,WEST OF ENGLAND SCH (FEES ACCNT),19/05/2010,8894.35,0.00,8894.35,
CSET18474161,Children & Younger Persons,Independent Sch Fees Summer Tm,5243,WEST OF ENGLAND SCH (FEES ACCNT),19/05/2010,15082.33,0.00,15082.33,
CSET18474162,Children & Younger Persons,Independent Sch Fees Summer Tm,5243,WEST OF ENGLAND SCH (FEES ACCNT),19/05/2010,13731.59,0.00,13731.59,
CSET18474163,Children & Younger Persons,Independent Sch Fees Summer Tm,5243,WEST OF ENGLAND SCH (FEES ACCNT),19/05/2010,6596.31,0.00,6596.31,
CSET18474164,Children & Younger Persons,Independent Sch Fees Summer Tm,5243,WEST OF ENGLAND SCH (FEES ACCNT),19/05/2010,13065.65,0.00,13065.65,
CYPNMLOC18684613,Children & Younger Persons,Childcare Residential Respite Independen,5243,WEST OF ENGLAND SCH (FEES ACCNT),28/05/2010,1744.43,0.00,1744.43,
CYPNMLOC18684614,Children & Younger Persons,Childcare Residential Respite Independen,5243,WEST OF ENGLAND SCH (FEES ACCNT),19/05/2010,1630.64,0.00,1630.64,
CYPNMLOC18684729,Children & Younger Persons,Childcare Residential Respite Independen,5243,WEST OF ENGLAND SCH (FEES ACCNT),19/05/2010,3617.64,0.00,3617.64,
CYPNMLOC18684820,Children & Younger Persons,Childcare Residential Respite Independen,5243,WEST OF ENGLAND SCH (FEES ACCNT),19/05/2010,1205.19,0.00,1205.19,
FINEXEAD18766914,Adult & Community Services,Individualised Support,5243,WEST OF ENGLAND SCH (FEES ACCNT),24/05/2010,1525.75,0.00,1525.75,
FINEXEAD18766915,Adult & Community Services,Individualised Support,5243,WEST OF ENGLAND SCH (FEES ACCNT),24/05/2010,3305.79,0.00,3305.79,
FINEXEAD18766917,Adult & Community Services,Individualised Support,5243,WEST OF ENGLAND SCH (FEES ACCNT),24/05/2010,3305.79,0.00,3305.79,
EDUC18885864,Children & Younger Persons,Primary,72983,WITHYCOMBE RALEIGH C OF E P SCHL,21/05/2010,116910.00,0.00,116910.00,
EDUC19203430,Children & Younger Persons,Primary,72983,WITHYCOMBE RALEIGH C OF E P SCHL,25/05/2010,131278.00,0.00,131278.00,
EXCHEQ18675039,Children & Younger Persons,Primary Pupil Paid Meals,72983,WITHYCOMBE RALEIGH C OF E P SCHL,24/05/2010,1164.80,0.00,1164.80,
LDP18934154,Children & Younger Persons,PAYMENTS TO SCHOOLS,72983,WITHYCOMBE RALEIGH C OF E P SCHL,12/05/2010,1245.00,0.00,1245.00,
LLCEXMOU17261108,Children & Younger Persons,External Trainers Costs,72983,WITHYCOMBE RALEIGH C OF E P SCHL,11/05/2010,799.00,0.00,799.00,
RESTRAT18717047,Children & Younger Persons,Standards Fund Supplementary Allocations,72983,WITHYCOMBE RALEIGH C OF E P SCHL,12/05/2010,10050.00,0.00,10050.00,
EDUC18885876,Children & Younger Persons,Primary,72985,WOODBURY SALTERTON PRIMARY SCHL,21/05/2010,29283.00,0.00,29283.00,
EDUC19203431,Children & Younger Persons,Primary,72985,WOODBURY SALTERTON PRIMARY SCHL,26/05/2010,48066.00,0.00,48066.00,
EXCHEQ18675045,Children & Younger Persons,Capital Ict Equipment,72985,WOODBURY SALTERTON PRIMARY SCHL,14/05/2010,1600.00,0.00,1600.00,
EARLYRS18873143,Children & Younger Persons,Grants to Voluntary Bodies,40256,A B C DAY NURSERY (CULLOMPTON),13/05/2010,1120.35,0.00,1120.35,
EARLYRS18872941,Children & Younger Persons,Grants to Voluntary Bodies,84088,A B C DAY NURSERY (EXMOUTH),06/05/2010,500.00,0.00,500.00,
EARLYRS18872943,Children & Younger Persons,Grants to Voluntary Bodies,66779,ACORNS DAY NURSERY (EXETER),06/05/2010,500.00,0.00,500.00,
EARLYRS18872944,Children & Younger Persons,Grants to Voluntary Bodies,37263,ACORNS NURSERY UNIT,06/05/2010,500.00,0.00,500.00,
EARLYRS18872945,Children & Younger Persons,Grants to Voluntary Bodies,29038,ALL SAINTS WISE OWLS,06/05/2010,500.00,0.00,500.00,
EARLYRS18872946,Children & Younger Persons,Grants to Voluntary Bodies,35057,ALPHINGTON PRE SCHOOL,06/05/2010,500.00,0.00,500.00,
EARLYRS18872948,Children & Younger Persons,Grants to Voluntary Bodies,39304,APPLE TREE PRE-SCHOOL,06/05/2010,500.00,0.00,500.00,
EARLYRS18872950,Children & Younger Persons,Grants to Voluntary Bodies,37682,AXMINSTER PLAYGROUP,06/05/2010,500.00,0.00,500.00,
EARLYRS18872951,Children & Younger Persons,Grants to Voluntary Bodies,40617,AXMOUTH PLAYGROUP,06/05/2010,500.00,0.00,500.00,
EARLYRS18873141,Children & Younger Persons,Grants to Voluntary Bodies,64200,BARN-A-BS CHRISTIAN PRE SCHOOL,13/05/2010,873.00,0.00,873.00,
EARLYRS18872952,Children & Younger Persons,Grants to Voluntary Bodies,88520,BASSETTS FARM PLAYGROUP,06/05/2010,500.00,0.00,500.00,
EARLYRS18873098,Children & Younger Persons,Grants to Voluntary Bodies,255354,BENDING,10/05/2010,500.00,0.00,500.00,
EARLYRS18872953,Children & Younger Persons,Grants to Voluntary Bodies,39087,BICKLEIGH ON EXE PRE SCHOOL,06/05/2010,500.00,0.00,500.00,
EARLYRS18873054,Children & Younger Persons,Grants to Voluntary Bodies,37052,BIG OAK PRE-SCHOOL,06/05/2010,500.00,0.00,500.00,
EARLYRS18872954,Children & Younger Persons,Grants to Voluntary Bodies,34663,BISHOPS TAWTON PRE-SCHOOL,06/05/2010,500.00,0.00,500.00,
EARLYRS18872955,Children & Younger Persons,Grants to Voluntary Bodies,35493,BISHOPSTEIGNTON PRE SCHOOL,06/05/2010,500.00,0.00,500.00,
EARLYRS18872956,Children & Younger Persons,Grants to Voluntary Bodies,62765,BLACKAWTON & DITTISHAM PLAYGRP,06/05/2010,500.00,0.00,500.00,
EARLYRS18872957,Children & Younger Persons,Grants to Voluntary Bodies,41386,BOVEY BUSY BEES,06/05/2010,500.00,0.00,500.00,
EARLYRS18872958,Children & Younger Persons,Grants to Voluntary Bodies,66792,BOW PLAYGROUP,06/05/2010,500.00,0.00,500.00,
EARLYRS18872959,Children & Younger Persons,Grants to Voluntary Bodies,28358,BRADWORTHY PRE SCHOOL,06/05/2010,500.00,0.00,500.00,
EARLYRS18872960,Children & Younger Persons,Grants to Voluntary Bodies,66794,BRANSCOMBE PRE-SCHOOL,06/05/2010,500.00,0.00,500.00,
EARLYRS18872961,Children & Younger Persons,Grants to Voluntary Bodies,40383,BRATTON FLEMING PLAYGROUP,06/05/2010,500.00,0.00,500.00,
EARLYRS18872962,Children & Younger Persons,Grants to Voluntary Bodies,37709,BRIXINGTON PRE-SCH PLAYGROUP,06/05/2010,500.00,0.00,500.00,
EARLYRS18872920,Children & Younger Persons,Grants to Voluntary Bodies,39157,BROADCLYST PRE SCHOOL,05/05/2010,873.00,0.00,873.00,
EARLYRS18872963,Children & Younger Persons,Grants to Voluntary Bodies,37711,BUCKLAND BREWER UNDER FIVES,06/05/2010,500.00,0.00,500.00,
EARLYRS19189859,Children & Younger Persons,Grants to Voluntary Bodies,37711,BUCKLAND BREWER UNDER FIVES,27/05/2010,1860.00,0.00,1860.00,
EARLYRS18872964,Children & Younger Persons,Grants to Voluntary Bodies,208825,BUDDIES,06/05/2010,500.00,0.00,500.00,
EARLYRS18872965,Children & Younger Persons,Grants to Voluntary Bodies,198030,BUMBLE BEES DAY NURSERY,06/05/2010,500.00,0.00,500.00,
EARLYRS18872967,Children & Younger Persons,Grants to Voluntary Bodies,42193,BUSY OTTERS PGRP,06/05/2010,500.00,0.00,500.00,
EARLYRS18872968,Children & Younger Persons,Grants to Voluntary Bodies,61416,CAEN CATERPILLARS PRE-SCHOOL,06/05/2010,500.00,0.00,500.00,
EARLYRS18872907,Children & Younger Persons,Grants to Voluntary Bodies,168107,CEDARS NEIGHBOURHOOD NURSERY,05/05/2010,1120.35,0.00,1120.35,
EARLYRS18872909,Children & Younger Persons,Grants to Voluntary Bodies,168107,CEDARS NEIGHBOURHOOD NURSERY,05/05/2010,1069.42,0.00,1069.42,
EARLYRS18872910,Children & Younger Persons,Grants to Voluntary Bodies,168107,CEDARS NEIGHBOURHOOD NURSERY,05/05/2010,1069.42,0.00,1069.42,
EARLYRS18872911,Children & Younger Persons,Grants to Voluntary Bodies,168107,CEDARS NEIGHBOURHOOD NURSERY,05/05/2010,1120.35,0.00,1120.35,
